parent_level,cell_group,cell_annotation,markers
T_Cells,CD4_and_CD8_T_cells,Naive,LEF1
T_Cells,CD4_and_CD8_T_cells,Naive,SELL
T_Cells,CD4_and_CD8_T_cells,Naive,TCF7
T_Cells,CD4_and_CD8_T_cells,Naive,IL7R
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,CX3CR1
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,PRF1
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,GZMA
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,GZMB
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,GZMH
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,GNLY
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,FGFBP2
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,CX3CR1
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,KLRG1
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,FCGR3A
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,NKG7
T_Cells,CD4_and_CD8_T_cells,Cytotoxic,S1PR1
T_Cells,CD4_and_CD8_T_cells,Memory,EOMES
T_Cells,CD4_and_CD8_T_cells,Memory,ANXA1
T_Cells,CD4_and_CD8_T_cells,Memory,JUNB
T_Cells,CD4_and_CD8_T_cells,Memory,CD69
T_Cells,CD4_and_CD8_T_cells,Memory,CD44
T_Cells,CD4_and_CD8_T_cells,Memory,CD40LG
T_Cells,CD4_and_CD8_T_cells,Memory,NR4A1
T_Cells,CD4_and_CD8_T_cells,Memory,LTB
T_Cells,CD4_and_CD8_T_cells,Memory,TXNIP
T_Cells,CD4_and_CD8_T_cells,Memory,S1PR1
T_Cells,CD4_and_CD8_T_cells,Interferon_Response,IFIT1
T_Cells,CD4_and_CD8_T_cells,Interferon_Response,IFIT2
T_Cells,CD4_and_CD8_T_cells,Interferon_Response,IFIT3
T_Cells,CD4_and_CD8_T_cells,Interferon_Response,IFI44L
T_Cells,CD4_and_CD8_T_cells,Interferon_Response,OAS1
T_Cells,CD4_and_CD8_T_cells,Interferon_Response,OAS3
T_Cells,CD4_and_CD8_T_cells,Interferon_Response,RSAD2
T_Cells,CD4_and_CD8_T_cells,Interferon_Response,CMPK2
T_Cells,CD4T_cells,Regulatory_T_cell,FOXP3
T_Cells,CD4T_cells,Regulatory_T_cell,IL2RA
T_Cells,CD4T_cells,Regulatory_T_cell,TNFRSF18
T_Cells,CD4T_cells,Regulatory_T_cell,TNFRSF4
T_Cells,CD4T_cells,Regulatory_T_cell,PRDM1
T_Cells,CD4T_cells,Regulatory_T_cell,CD27
T_Cells,CD4T_cells,Regulatory_T_cell,BATF
T_Cells,CD4T_cells,Regulatory_T_cell,CD28
T_Cells,CD4T_cells,T_Follicular_Helper_Cell,CTLA4
T_Cells,CD4T_cells,T_Follicular_Helper_Cell,ICOS
T_Cells,CD4T_cells,T_Follicular_Helper_Cell,TIGIT
T_Cells,CD4T_cells,T_Follicular_Helper_Cell,PDCD1
T_Cells,CD4T_cells,T_Follicular_Helper_Cell,TOX2
T_Cells,CD4T_cells,T_Follicular_Helper_Cell,ITGAE
T_Cells,CD8T_cells,Central_Memory_T_Cell,CCR7
T_Cells,CD8T_cells,Central_Memory_T_Cell,SELL
T_Cells,CD8T_cells,Central_Memory_T_Cell,ANXA1
T_Cells,CD8T_cells,Central_Memory_T_Cell,ANXA2
T_Cells,CD8T_cells,Central_Memory_T_Cell,S1PR1
T_Cells,CD8T_cells,Central_Memory_T_Cell,IL7R
T_Cells,CD8T_cells,Central_Memory_T_Cell,CD74
T_Cells,CD8T_cells,Central_Memory_T_Cell,TYROBP
T_Cells,CD8T_cells,Effector_Memory_T_Cell,GZMK
T_Cells,CD8T_cells,Effector_Memory_T_Cell,CCL4
T_Cells,CD8T_cells,Effector_Memory_T_Cell,CCL5
T_Cells,CD8T_cells,Effector_Memory_T_Cell,NKG7
T_Cells,CD8T_cells,Effector_Memory_T_Cell,KLRG1
T_Cells,CD8T_cells,Effector_Memory_T_Cell,LYAR
T_Cells,CD8T_cells,Effector_Memory_T_Cell,GZMM
T_Cells,CD8T_cells,Effector_Memory_T_Cell,TXNIP
T_Cells,CD8T_cells,Effector_Memory_T_Cell,FCRL6
T_Cells,CD8T_cells,Effector_Memory_T_Cell,FGFBP2
T_Cells,CD8T_cells,Effector_Memory_T_Cell,KLRD1
T_Cells,CD8T_cells,Effector_Memory_T_Cell,CX3CR1
T_Cells,CD8T_cells,Effector_Memory_T_Cell,FCGR3A
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,ITGAE
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,XCL1
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,ZNF683
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,NR4A1
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,KLRC1
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,ITGA1
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,KLRD1
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,KLRF1
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,GNLY
T_Cells,CD8T_cells,Tissue_Resisdent_Memory_T_Cell,IL32
T_Cells,CD8T_cells,Exhausted_T_Cell,LAYN
T_Cells,CD8T_cells,Exhausted_T_Cell,LAG3
T_Cells,CD8T_cells,Exhausted_T_Cell,TIGIT
T_Cells,CD8T_cells,Exhausted_T_Cell,PDCD1
T_Cells,CD8T_cells,Exhausted_T_Cell,HAVCR2
T_Cells,CD8T_cells,Exhausted_T_Cell,CTLA4
T_Cells,CD8T_cells,Exhausted_T_Cell,ITGAE
T_Cells,CD8T_cells,Exhausted_T_Cell,CXCL13
T_Cells,CD8T_cells,Exhausted_T_Cell,ENTPD1
T_Cells,CD8T_cells,Exhausted_T_Cell,GZMB
T_Cells,CD8T_cells,Exhausted_T_Cell,IFNG
T_Cells,CD8T_cells,Exhausted_T_Cell,CD27
T_Cells,CD8T_cells,Exhausted_T_Cell,BATF
T_Cells,CD8T_cells,Exhausted_T_Cell,TNFRSF9
T_Cells,CD8T_cells,Exhausted_T_Cell,CD28
T_Cells,Other_T_cells,Gamma_Delta_T_Cell,TRDV2
T_Cells,Other_T_cells,Gamma_Delta_T_Cell,TRGV9
T_Cells,Other_T_cells,MAIT_Cell,SLC4A10
T_Cells,Other_T_cells,MAIT_Cell,KLRB1
T_Cells,Other_T_cells,MAIT_Cell,ZBTB16
T_Cells,Other_T_cells,MAIT_Cell,NCR3
T_Cells,Other_T_cells,Proliferative_T_Cell,MKI67
T_Cells,Other_T_cells,Proliferative_T_Cell,TUBB
T_Cells,Other_T_cells,NK_T_Cell,CD3D
T_Cells,Other_T_cells,NK_T_Cell,CD3E
T_Cells,Other_T_cells,NK_T_Cell,CD3G
T_Cells,Other_T_cells,NK_T_Cell,NCAM1
T_Cells,Other_T_cells,NK_T_Cell,KLRF1
T_Cells,Other_T_cells,NK_T_Cell,KLRD1
T_Cells,Other_T_cells,NK_T_Cell,FCGR3A
B_Plasma_Cells,B_Plasma_Cell,Naive_B_Cell,BANK1
B_Plasma_Cells,B_Plasma_Cell,Naive_B_Cell,SELL
B_Plasma_Cells,B_Plasma_Cell,Naive_B_Cell,BACH2
B_Plasma_Cells,B_Plasma_Cell,Naive_B_Cell,FCER2
B_Plasma_Cells,B_Plasma_Cell,Naive_B_Cell,TCL1A
B_Plasma_Cells,B_Plasma_Cell,Naive_B_Cell,IL4R
B_Plasma_Cells,B_Plasma_Cell,Naive_B_Cell,CCR7
B_Plasma_Cells,B_Plasma_Cell,Activated_B_Cell,CD69
B_Plasma_Cells,B_Plasma_Cell,Activated_B_Cell,NR4A2
B_Plasma_Cells,B_Plasma_Cell,Activated_B_Cell,CD83
B_Plasma_Cells,B_Plasma_Cell,Activated_B_Cell,CXCR4
B_Plasma_Cells,B_Plasma_Cell,Activated_B_Cell,NFKB1
B_Plasma_Cells,B_Plasma_Cell,Activated_B_Cell,TNF
B_Plasma_Cells,B_Plasma_Cell,Activated_B_Cell,BCL6
B_Plasma_Cells,B_Plasma_Cell,Activated_B_Cell,A4GALT
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,BCL2
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,CR2
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,TNFRSF13B
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,CD53
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,CD82
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,ITGB1
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,S100A4
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,S100A10
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,CRIP1
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,CD80
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,TLR9
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,CD27
B_Plasma_Cells,B_Plasma_Cell,Memory_B_Cell,CD38
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,JCHAIN
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,MZB1
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,XBP1
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,SDC1
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,TNFRSF17
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,JSRP1
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,IGHM
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,IGHD
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,IGHG1
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,IGHG2
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,IGHG3
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,IGHG4
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,IGHA1
B_Plasma_Cells,B_Plasma_Cell,Plasma_IgAGMD+,IGHA2
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,MKI67
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,TUBB
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,STMN1
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,TYMS
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,CD74
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DMA
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DMB
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DOA
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DOB
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DPA1
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DPB1
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DQA1
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DQA2
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DQB1
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DQB2
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DRA
B_Plasma_Cells,B_Plasma_Cell,Plasmablast,HLA_DRB1
Myeloid,Monocyte,CD14+_Monocytes,CD14
Myeloid,Monocyte,CD14+_Monocytes,VCAN
Myeloid,Monocyte,CD14+_Monocytes,S100A8
Myeloid,Monocyte,CD14+_Monocytes,S100A9
Myeloid,Monocyte,CD14+_Monocytes,FCN1
Myeloid,Monocyte,CD16+_Monocytes,FCGR3A
Myeloid,Monocyte,CD16+_Monocytes,LST1
Myeloid,Monocyte,CD16+_Monocytes,LILRB2
Myeloid,Monocyte,CD16+_Monocytes,CDKN1C
Myeloid,Monocyte,CD16+_Monocytes,FCN1
Myeloid,Macrophage,Macrophage_1,INHBA
Myeloid,Macrophage,Macrophage_1,IL1RN
Myeloid,Macrophage,Macrophage_1,CCL4
Myeloid,Macrophage,Macrophage_1,CCL20
Myeloid,Macrophage,Macrophage_2,NLRP3
Myeloid,Macrophage,Macrophage_2,EREG
Myeloid,Macrophage,Macrophage_2,IL1B
Myeloid,Macrophage,Macrophage_3,LYVE1
Myeloid,Macrophage,Macrophage_3,PLTP
Myeloid,Macrophage,Macrophage_3,SEPP1
Myeloid,Macrophage,Macrophage_4,C1QC
Myeloid,Macrophage,Macrophage_4,C1QA
Myeloid,Macrophage,Macrophage_4,APOE
Myeloid,Macrophage,Macrophage_4,APOC1
Myeloid,Macrophage,Macrophage_5,FABP5
Myeloid,Macrophage,Macrophage_5,FN1
Myeloid,Macrophage,Macrophage_5,PHLDA1
Myeloid,Macrophage,Macrophage_5,CCL2
Myeloid,Macrophage,Macrophage_6,ATF3
Myeloid,Macrophage,Macrophage_6,HSPA1B
Myeloid,Macrophage,Macrophage_6,ZNF331
Myeloid,Macrophage,Macrophage_6,NR4A2
Myeloid,Dendritic_Cell_Subsets,DC_1,FCGR3A
Myeloid,Dendritic_Cell_Subsets,DC_1,FTL
Myeloid,Dendritic_Cell_Subsets,DC_1,SERPINA1
Myeloid,Dendritic_Cell_Subsets,DC_1,LST1
Myeloid,Dendritic_Cell_Subsets,DC_1,AIF1
Myeloid,Dendritic_Cell_Subsets,DC_2,AXL
Myeloid,Dendritic_Cell_Subsets,DC_2,PPP1R14A
Myeloid,Dendritic_Cell_Subsets,DC_2,SIGLEC6
Myeloid,Dendritic_Cell_Subsets,DC_2,CD22
Myeloid,Dendritic_Cell_Subsets,DC_2,DAB2
Myeloid,Dendritic_Cell_Subsets,DC_3,GZMB
Myeloid,Dendritic_Cell_Subsets,DC_3,IGJ
Myeloid,Dendritic_Cell_Subsets,DC_3,AK128525
Myeloid,Dendritic_Cell_Subsets,DC_3,SERPINF1
Myeloid,Dendritic_Cell_Subsets,DC_3,ITM2C
Myeloid,Dendritic_Cell_Subsets,DC_3,LILRA4
Myeloid,Dendritic_Cell_Subsets,DC_4,S100A8
Myeloid,Dendritic_Cell_Subsets,DC_4,S100A9
Myeloid,Dendritic_Cell_Subsets,DC_4,VCAN
Myeloid,Dendritic_Cell_Subsets,DC_4,LYZ
Myeloid,Dendritic_Cell_Subsets,DC_4,ANXA1
Myeloid,Dendritic_Cell_Subsets,DC_5,CD1C
Myeloid,Dendritic_Cell_Subsets,DC_5,FCER1A
Myeloid,Dendritic_Cell_Subsets,DC_5,CLEC10A
Myeloid,Dendritic_Cell_Subsets,DC_6,CLEC9A
Myeloid,Dendritic_Cell_Subsets,DC_6,C1ORF54
Myeloid,Dendritic_Cell_Subsets,DC_6,HLA_DPA1
Myeloid,Dendritic_Cell_Subsets,DC_6,CADM1
Myeloid,Dendritic_Cell_Subsets,DC_6,CAMK2D
Myeloid,Dendritic_Cell_Subsets,DC_6,XCR1
Myeloid,Dendritic_Cell_Subsets,DC_7,LAMP3
Myeloid,Dendritic_Cell_Subsets,DC_7,CCR7
Myeloid,Dendritic_Cell_Subsets,DC_7,FSCN1
Myeloid,Mast_Subsets,Mast,TPSAB1
Myeloid,Mast_Subsets,Mast,TPSB2
Myeloid,Mast_Subsets,Mast,KIT
Myeloid,Mast_Subsets,Mast,CPA3
Endothelial_Cells,Endothelial_Cell,Lymphatic,PROX1
Endothelial_Cells,Endothelial_Cell,Lymphatic,LYVE1
Endothelial_Cells,Endothelial_Cell,Lymphatic,FLT4
Endothelial_Cells,Endothelial_Cell,Lymphatic,PDPN
Endothelial_Cells,Endothelial_Cell,Lymphatic,CCL21
Endothelial_Cells,Endothelial_Cell,Lymphatic,SEMA3A
Endothelial_Cells,Endothelial_Cell,Lymphatic,SEMA3D
Endothelial_Cells,Endothelial_Cell,Lymphatic,TBX1
Endothelial_Cells,Endothelial_Cell,Lymphatic,HOXD3
Endothelial_Cells,Endothelial_Cell,Lymphatic,NR2F1
Endothelial_Cells,Endothelial_Cell,Lymphatic,KDR
Endothelial_Cells,Endothelial_Cell,Lymphatic,GPR182
Endothelial_Cells,Endothelial_Cell,Lymphatic,TEK
Endothelial_Cells,Endothelial_Cell,Vascular,ENG
Endothelial_Cells,Endothelial_Cell,Vascular,PCDH17
Endothelial_Cells,Endothelial_Cell,Vascular,CLEC14A
Endothelial_Cells,Endothelial_Cell,Vascular,CLEC1A
Endothelial_Cells,Endothelial_Cell,Vascular,ESAM
Endothelial_Cells,Endothelial_Cell,Vascular,ITM2A
Endothelial_Cells,Endothelial_Cell,Vascular,BMPR2
Endothelial_Cells,Endothelial_Cell,Vascular,FLT1
Endothelial_Cells,Endothelial_Cell,Vascular,ADGRL4
Endothelial_Cells,Endothelial_Cell,Vascular,VIPR1
Endothelial_Cells,Endothelial_Cell,Vascular,PLXNA2
Endothelial_Cells,Endothelial_Cell,Vascular,FZD4
Endothelial_Cells,Endothelial_Cell,Vascular,IL4R
Endothelial_Cells,Endothelial_Cell,Arterial,EFNB2
Endothelial_Cells,Endothelial_Cell,Arterial,SOX17
Endothelial_Cells,Endothelial_Cell,Arterial,BMX
Endothelial_Cells,Endothelial_Cell,Arterial,SEMA3G
Endothelial_Cells,Endothelial_Cell,Arterial,HEY1
Endothelial_Cells,Endothelial_Cell,Arterial,LTBP4
Endothelial_Cells,Endothelial_Cell,Arterial,FBLN5
Endothelial_Cells,Endothelial_Cell,Arterial,GJA5
Endothelial_Cells,Endothelial_Cell,Arterial,GJA4
Endothelial_Cells,Endothelial_Cell,Capillary,CA4
Endothelial_Cells,Endothelial_Cell,Capillary,PRX
Endothelial_Cells,Endothelial_Cell,Capillary,RGCC
Endothelial_Cells,Endothelial_Cell,Capillary,SPARC
Endothelial_Cells,Endothelial_Cell,Capillary,SGK1
Endothelial_Cells,Endothelial_Cell,Venous,NR2F2
Endothelial_Cells,Endothelial_Cell,Venous,VCAM1
Endothelial_Cells,Endothelial_Cell,Venous,ACKR1
Endothelial_Cells,Endothelial_Cell,Venous,SELP
Endothelial_Cells,Endothelial_Cell,Aerocyte,EDNRB
Endothelial_Cells,Endothelial_Cell,Aerocyte,TBX2
Endothelial_Cells,Endothelial_Cell,Aerocyte,FOXP2
Endothelial_Cells,Endothelial_Cell,Aerocyte,CLEC4E
Endothelial_Cells,Endothelial_Cell,Aerocyte,SPON2
Endothelial_Cells,Endothelial_Cell,Aerocyte,PRKG1
Endothelial_Cells,Endothelial_Cell,Aerocyte,CHRM2
Endothelial_Cells,Endothelial_Cell,Aerocyte,S100A4
Endothelial_Cells,Endothelial_Cell,Aerocyte,EDA
Endothelial_Cells,Endothelial_Cell,General_Capillary,GPIHBP1
Endothelial_Cells,Endothelial_Cell,General_Capillary,CD36
Endothelial_Cells,Endothelial_Cell,General_Capillary,FCN3
Endothelial_Cells,Endothelial_Cell,General_Capillary,BTNL9
Endothelial_Cells,Endothelial_Cell,General_Capillary,BTNL8
Endothelial_Cells,Endothelial_Cell,General_Capillary,CD14
Endothelial_Cells,Endothelial_Cell,General_Capillary,IL7R
Endothelial_Cells,Endothelial_Cell,General_Capillary,IL18R1
Fibroblast,Fibroblast_Subsets,Fibroblast,ACTA2
Fibroblast,Fibroblast_Subsets,Fibroblast,TAGLN
Fibroblast,Fibroblast_Subsets,Fibroblast,BGN
Fibroblast,Fibroblast_Subsets,Fibroblast,IGFBP7
Fibroblast,Fibroblast_Subsets,Fibroblast,TPM1
Fibroblast,Fibroblast_Subsets,Fibroblast,TPM2
Fibroblast,Fibroblast_Subsets,Fibroblast,COL1A1
Fibroblast,Fibroblast_Subsets,Fibroblast,COL10A1
Fibroblast,Fibroblast_Subsets,Fibroblast,POSTN
Fibroblast,Fibroblast_Subsets,Fibroblast,MYL9
Fibroblast,Fibroblast_Subsets,Fibroblast,MYH11
Fibroblast,Fibroblast_Subsets,Fibroblast,PDPN
Fibroblast,Fibroblast_Subsets,Fibroblast,PDGFRA
Fibroblast,Fibroblast_Subsets,Fibroblast,CSF2
Fibroblast,Fibroblast_Subsets,Fibroblast,IL6
Fibroblast,Fibroblast_Subsets,Fibroblast,CXCL1
Fibroblast,Fibroblast_Subsets,Fibroblast,CXCL14
Fibroblast,Fibroblast_Subsets,Fibroblast,CXCL12
Fibroblast,Fibroblast_Subsets,Fibroblast,CXCL13
Fibroblast,Fibroblast_Subsets,Fibroblast,CFD
Fibroblast,Fibroblast_Subsets,Fibroblast,C1QA
Fibroblast,Fibroblast_Subsets,Fibroblast,C1QB
Fibroblast,Fibroblast_Subsets,Fibroblast,C1QC
Fibroblast,Fibroblast_Subsets,Fibroblast,CD74
Fibroblast,Fibroblast_Subsets,Fibroblast,SLPI
Fibroblast,Fibroblast_Subsets,Fibroblast,HLA_DRA
Fibroblast,Fibroblast_Subsets,Fibroblast,HLA_DPA1
Fibroblast,Fibroblast_Subsets,Fibroblast,HLA_DQA1
Fibroblast,Fibroblast_Subsets,Fibroblast,CRYAB
Fibroblast,Fibroblast_Subsets,Fibroblast,MYH11
Fibroblast,Fibroblast_Subsets,Fibroblast,ACTG2
Fibroblast,Fibroblast_Subsets,Fibroblast,PGA3
Fibroblast,Fibroblast_Subsets,Fibroblast,ACTA2
Fibroblast,Fibroblast_Subsets,Fibroblast,TAGLN
Fibroblast,Fibroblast_Subsets,Fibroblast,CAV1
Fibroblast,Fibroblast_Subsets,Fibroblast,MYL9
Fibroblast,Fibroblast_Subsets,Fibroblast,TAGLN
Fibroblast,Fibroblast_Subsets,Fibroblast,PDGFRB
Fibroblast,Fibroblast_Subsets,Fibroblast,MCAM
Fibroblast,Fibroblast_Subsets,Fibroblast,RGS5
Fibroblast,Fibroblast_Subsets,Fibroblast,CSPG4
Fibroblast,Fibroblast_Subsets,Fibroblast,ESAM
Fibroblast,Fibroblast_Subsets,Fibroblast,ANO1
Fibroblast,Fibroblast_Subsets,Fibroblast,CNN1
Fibroblast,Fibroblast_Subsets,Fibroblast,NES
